N,P,K,temperature,humidity,ph,rainfall,label
103.66,15.02,45.28,30.15,94.76,6.33,21.78,muskmelon
16.47,14.98,17.7,30.26,94.2,7.82,110.18,orange
69.34,31.47,15.18,26.89,63.56,6.27,93.98,maize
103.72,98.08,51.78,27.07,81.9,5.84,126.04,banana
79.2,59.81,43.17,27.58,75.96,7.42,157.58,jute
112.34,38.01,29.27,24.83,66.04,6.79,184.22,coffee
38.33,68.22,15.34,31.39,60.81,6.94,68.78,blackgram
18.82,41.31,22.65,26.02,55.97,4.16,43.15,mothbeans
95.67,10.22,48.17,30.39,89.84,6.98,33.11,muskmelon
49.52,69.94,23.81,25.5,62.57,6.97,66.81,blackgram
31.62,136.8,191.83,27.85,82.32,5.68,76.21,grapes
23.93,118.87,200.1,15.76,81.32,6.39,75.03,grapes
123.26,62.26,23.09,26.47,75.12,6.95,83.68,cotton
12.52,144.75,192.54,16.81,88.79,5.8,73.01,grapes
16.01,65.28,16.3,18.43,44.42,6.85,152.28,pigeonpeas
20.48,28.04,28.32,16.05,93.99,6.87,118.35,orange
39.35,63.97,18.95,29.83,40.37,7.79,60.14,mothbeans
23.6,34.8,33.39,33.55,48.43,5.19,72.59,mango
68.18,42.16,37.27,24.98,83.08,6.66,188.8,jute
36.3,18.96,29.56,33.06,55.38,5.46,94.76,mango
27.82,66.23,19.59,18.92,66.71,6.73,49.79,lentil
22.2,44.85,19.54,30.1,33.78,4.76,63.79,mothbeans
26.41,49.25,24.22,27.36,79.21,6.52,59.56,mungbean
62.19,54.29,45.39,30.63,93.05,6.12,243.29,papaya
10.5,25.37,13.98,24.51,90.37,6.35,117.79,orange
105.92,70.55,51.54,28.09,78.1,5.59,101.82,banana
11.58,25.43,33.25,26.19,93.24,6.22,189.67,coconut
13.82,19.39,34.6,33.93,57.02,5.49,73.45,mango
41.82,58.34,21.92,32.95,61.63,6.6,64.37,blackgram
64.99,62.23,23.7,22.67,66.83,6.3,62.74,maize
90.66,17.55,51.95,30.85,87.45,6.05,32.73,muskmelon
35.52,75.74,16.34,34.35,67.51,7.44,80.3,blackgram
62.57,37.99,39.19,27.07,87.76,6.37,178.72,jute
82.21,94.62,45.38,26.84,80.42,5.65,187.02,banana
22.21,5.27,9.24,26.31,93.06,7.58,105.08,orange
13.33,79.65,23.21,21.38,60.7,5.58,44.82,lentil
67.06,47.44,19.19,26.23,62.25,6.66,91.61,maize
25.13,44.37,19.27,30.23,86.18,6.35,50.13,mungbean
118.58,57.44,17.22,23.1,84.47,6.93,109.52,cotton
113.05,63.83,16.83,23.56,80.1,6.79,80.83,cotton
84.0,32.3,25.29,26.09,52.81,7.42,196.65,coffee
39.35,40.43,22.99,28.67,85.96,6.63,54.46,mungbean
26.23,69.65,21.25,15.72,24.83,5.74,124.26,kidneybeans
47.71,67.71,80.95,20.65,25.33,7.75,85.45,chickpea
38.97,46.81,16.31,30.36,85.94,6.86,45.17,mungbean
12.58,26.77,40.06,19.01,89.42,6.33,120.87,pomegranate
28.2,64.57,21.31,23.16,64.38,5.97,70.49,lentil
19.84,69.32,17.38,27.53,64.86,6.0,44.27,lentil
86.41,43.4,44.55,25.17,83.32,6.42,230.35,rice
87.39,37.1,46.04,31.86,71.51,6.69,58.77,watermelon
95.05,44.58,40.86,23.39,75.16,6.14,165.76,jute
32.99,24.94,36.2,23.68,93.67,6.67,101.88,pomegranate
20.79,56.94,15.18,19.23,64.1,6.9,65.5,lentil
30.94,73.41,15.52,25.49,63.86,6.85,69.47,blackgram
33.62,128.95,196.48,18.41,88.88,5.97,77.56,grapes
26.49,37.2,26.05,35.23,48.15,5.49,72.66,mango
83.7,36.39,41.08,21.19,75.98,6.92,295.88,rice
83.64,37.69,42.34,27.97,86.38,6.83,174.24,jute
112.67,98.79,52.93,28.02,79.93,5.54,217.96,banana
126.11,38.64,16.76,23.24,84.74,6.1,89.95,cotton
91.21,57.68,43.14,23.02,80.02,7.06,157.77,jute
42.96,65.99,87.26,24.43,18.61,6.24,67.9,chickpea
39.42,29.14,26.61,25.91,95.66,6.46,203.94,coconut
26.57,52.86,23.72,29.88,80.18,7.2,53.51,mungbean
33.71,77.86,19.34,22.92,47.38,6.67,91.0,pigeonpeas
100.17,95.97,47.41,25.39,78.56,6.25,161.59,banana
95.75,75.76,45.61,27.95,84.89,5.67,96.07,banana
21.73,66.38,20.18,18.09,64.23,6.58,57.71,lentil
12.92,56.19,18.46,27.03,81.05,6.35,60.47,mungbean
67.48,55.72,53.7,32.43,94.9,6.96,112.41,papaya
37.05,65.69,16.62,15.13,23.6,6.03,124.74,kidneybeans
104.8,13.21,50.05,29.58,64.67,6.83,41.45,watermelon
33.59,27.25,30.53,29.84,99.96,5.67,214.95,coconut
37.68,71.77,20.6,16.11,22.47,5.96,137.81,kidneybeans
85.04,61.01,21.16,20.1,55.49,7.24,61.06,maize
18.14,36.38,28.46,36.73,59.7,5.17,61.64,mango
14.05,126.4,208.77,19.65,89.78,6.49,71.11,grapes
18.92,41.9,19.11,25.92,50.17,8.79,56.83,mothbeans
69.41,65.21,46.6,28.83,91.65,6.65,206.54,papaya
27.09,10.54,23.92,17.74,94.61,7.31,108.73,orange
80.13,60.69,41.59,21.14,76.06,6.46,183.18,rice
20.2,9.47,30.85,28.33,97.13,6.82,167.12,coconut
53.5,61.0,16.95,30.05,67.69,6.56,77.3,blackgram
19.49,75.4,19.32,27.56,65.95,6.83,56.44,lentil
80.65,24.51,50.01,26.57,53.3,6.38,53.45,watermelon
13.21,32.99,33.55,29.57,45.31,5.06,62.26,mango
22.62,27.02,28.76,30.63,45.78,6.21,77.45,mango
16.67,76.93,18.89,28.29,68.72,4.7,161.31,pigeonpeas
19.39,12.94,40.54,18.4,86.11,6.22,118.57,pomegranate
30.25,42.17,22.58,30.8,79.69,6.62,45.24,mungbean
21.49,65.92,20.94,15.73,24.22,6.48,77.11,kidneybeans
24.68,57.25,19.93,27.87,55.15,5.81,61.49,mothbeans
36.37,15.11,27.92,26.17,95.33,5.67,184.93,coconut
34.86,55.87,20.83,24.95,26.56,6.02,65.73,kidneybeans
73.5,63.29,38.23,23.63,85.55,6.05,296.61,rice
24.79,44.9,16.07,31.77,75.9,6.45,47.45,mungbean
97.13,47.85,44.67,26.75,87.8,5.94,226.21,rice
18.33,38.0,44.47,22.04,91.48,6.03,124.72,pomegranate
94.03,42.71,39.07,25.49,80.67,6.99,152.08,jute
14.23,61.63,21.63,29.59,69.16,6.25,71.8,lentil
10.75,48.47,17.37,24.4,51.74,4.21,55.21,mothbeans
23.96,71.42,17.4,21.64,66.73,4.81,145.66,pigeonpeas
18.07,10.63,44.46,18.23,90.95,6.54,138.75,pomegranate
34.93,38.6,22.35,28.25,38.64,6.65,47.5,mothbeans
39.08,64.73,23.87,33.94,63.36,7.12,87.81,blackgram
41.5,64.81,49.16,24.96,92.42,6.09,68.37,papaya
106.83,20.91,29.38,23.08,53.03,6.14,161.99,coffee
80.92,96.9,47.11,26.14,77.8,5.63,173.1,banana
31.47,34.7,32.04,32.9,51.75,6.65,98.27,mango
59.85,56.44,88.9,24.84,18.59,6.28,64.86,chickpea
82.91,28.19,49.51,31.69,86.23,6.21,20.44,muskmelon
22.0,18.76,30.04,35.02,51.62,5.73,93.95,mango
44.39,77.88,16.56,32.52,65.68,6.77,74.23,blackgram
104.18,30.79,45.05,29.14,86.97,6.91,22.62,muskmelon
15.97,75.93,21.2,28.7,54.98,7.09,154.56,pigeonpeas
68.73,63.25,22.86,18.8,63.35,7.26,107.24,maize
19.59,14.53,20.34,25.59,92.41,6.8,119.72,orange
12.69,38.85,46.15,21.22,87.24,6.93,113.78,pomegranate
21.2,29.83,29.87,12.87,93.63,6.1,100.6,orange
14.02,75.13,23.5,21.47,69.52,5.57,46.0,lentil
103.94,26.89,45.06,27.43,60.2,6.11,53.52,watermelon
24.5,46.48,23.39,27.73,82.59,6.09,41.78,mungbean
36.31,9.52,32.97,27.28,93.28,5.74,146.76,coconut
19.61,39.93,22.83,27.61,84.52,6.19,41.76,mungbean
23.33,26.24,31.16,26.46,94.21,6.56,227.33,coconut
16.78,59.52,24.3,24.76,43.5,5.66,61.77,mothbeans
36.05,62.79,19.2,24.4,31.18,7.17,49.82,mothbeans
52.68,68.97,46.72,38.11,93.07,6.68,117.27,papaya
29.86,18.76,26.22,25.56,90.72,6.62,201.19,coconut
81.57,59.22,43.96,22.23,76.65,5.84,231.25,rice
69.73,55.28,23.56,25.47,62.94,6.84,70.25,maize
97.49,22.05,54.49,30.22,57.14,6.84,48.65,watermelon
26.94,121.87,196.45,31.12,88.51,6.11,77.06,grapes
95.01,27.15,29.07,26.25,57.12,7.45,196.81,coffee
31.44,28.11,35.98,20.88,87.18,6.97,105.23,pomegranate
12.16,37.27,49.16,18.54,90.32,6.3,115.71,pomegranate
34.5,63.12,89.75,19.76,20.64,6.79,78.38,chickpea
82.21,55.17,17.28,26.97,74.5,6.8,69.98,maize
37.18,27.91,26.54,36.22,56.36,6.33,88.37,mango
26.99,32.9,32.73,19.6,93.82,6.02,130.11,pomegranate
17.22,46.6,15.81,27.74,79.47,6.13,62.77,mungbean
132.31,40.65,17.12,23.7,78.18,6.93,99.45,cotton
32.69,48.63,19.12,31.67,78.76,6.18,54.61,mungbean
70.76,57.91,18.1,22.1,55.23,5.64,79.62,maize
37.65,61.92,24.84,16.41,20.02,5.68,140.46,kidneybeans
30.24,72.49,23.38,33.25,68.44,6.11,143.73,pigeonpeas
64.83,44.78,40.63,23.94,86.01,7.46,160.74,jute
101.5,19.0,25.08,25.12,52.74,6.24,153.85,coffee
102.23,64.33,22.91,24.45,75.87,6.39,97.94,cotton
61.31,49.05,43.85,24.81,88.65,6.95,196.71,jute
109.07,48.68,24.53,26.25,76.45,5.54,106.68,cotton
15.25,55.18,17.21,25.75,56.22,5.1,46.58,mothbeans
85.27,22.64,52.94,27.72,63.44,7.0,47.98,watermelon
99.85,82.11,51.79,27.1,84.61,6.1,194.97,banana
19.25,59.87,23.9,32.25,66.33,6.78,155.69,pigeonpeas
74.01,32.02,24.69,25.95,73.56,7.49,68.69,maize
34.85,121.3,194.75,21.57,85.04,6.24,70.06,grapes
32.91,26.18,32.9,33.18,46.7,4.89,77.48,mango
97.19,59.24,41.33,26.1,87.06,5.78,287.11,rice
29.49,141.93,207.35,22.26,90.08,5.93,118.19,apple
102.27,98.39,49.15,26.63,81.07,6.43,198.8,banana
108.65,39.95,28.49,27.16,63.95,7.04,166.29,coffee
34.17,44.85,17.09,24.68,44.0,6.59,61.02,mothbeans
20.06,125.35,190.12,21.5,93.74,6.29,106.07,apple
35.38,40.48,24.56,28.88,80.09,6.09,52.15,mungbean
115.13,57.43,24.13,25.77,77.27,6.83,79.38,cotton
11.82,10.93,29.26,28.65,96.24,5.86,180.33,coconut
86.49,84.59,52.39,29.33,81.26,6.17,106.42,banana
107.63,52.05,23.14,25.84,83.03,6.82,106.88,cotton
37.3,120.77,204.97,23.79,94.77,5.55,117.91,apple
34.71,35.71,38.3,18.63,89.38,6.23,111.65,pomegranate
102.76,15.89,30.14,26.05,53.83,6.41,182.02,coffee
54.08,66.45,84.66,16.33,16.21,7.46,79.86,chickpea
34.94,14.13,7.51,26.84,90.04,6.95,103.86,orange
37.57,56.0,18.62,33.26,67.01,6.96,61.65,blackgram
123.05,59.94,16.88,25.92,80.96,6.84,68.6,cotton
32.87,55.59,87.84,21.07,23.2,6.46,75.64,chickpea
96.99,61.32,37.58,24.62,87.26,6.33,243.56,rice
98.25,48.01,42.86,27.71,87.54,6.31,174.8,jute
49.9,46.88,45.31,37.6,92.19,6.55,162.69,papaya
38.79,62.43,15.92,29.38,54.95,6.45,119.41,pigeonpeas
99.53,25.03,32.96,26.82,52.68,6.13,195.41,coffee
86.45,18.16,46.7,29.75,69.25,6.46,54.28,watermelon
40.65,56.74,85.38,15.68,27.01,6.47,81.6,chickpea
63.89,53.45,44.9,20.98,82.77,6.82,268.89,rice
36.68,27.02,23.94,24.09,90.6,7.06,107.14,orange
56.4,72.93,20.82,32.98,68.64,6.96,74.25,blackgram
119.57,71.18,51.55,27.21,84.49,5.75,159.17,banana
82.68,16.33,50.02,24.16,56.32,6.52,40.3,watermelon
37.06,66.66,15.76,25.37,62.14,7.21,112.38,pigeonpeas
112.34,55.38,20.65,24.18,80.4,5.8,81.54,cotton
60.77,54.6,38.84,26.36,81.77,6.34,192.36,jute
104.66,20.85,25.8,23.0,62.17,6.54,187.62,coffee
35.79,40.06,23.54,27.07,82.68,7.15,63.37,mungbean
112.41,86.1,47.78,25.31,76.62,6.4,179.18,banana
20.66,55.08,19.84,29.09,80.37,6.89,54.39,mungbean
62.06,63.76,37.77,27.37,77.78,6.18,154.02,jute
23.32,137.35,203.6,30.88,89.1,5.52,71.14,grapes
15.96,27.37,32.42,34.7,52.49,5.26,98.95,mango
91.74,35.35,45.0,27.84,85.3,6.33,33.62,muskmelon
21.08,138.14,191.37,24.78,90.97,6.38,124.28,apple
125.86,45.52,17.73,24.89,84.34,5.55,98.46,cotton
97.29,33.76,48.24,29.73,53.39,6.29,42.89,watermelon
112.24,25.69,26.13,25.17,59.15,6.83,155.28,coffee
15.36,62.89,16.25,25.87,60.4,6.4,74.79,lentil
22.04,24.12,27.88,20.34,92.12,7.41,118.86,orange
95.55,63.45,23.62,25.29,68.1,6.6,64.35,maize
51.31,50.97,51.9,34.88,90.39,6.16,125.37,papaya
30.31,34.1,41.24,23.19,91.62,6.36,132.35,pomegranate
62.74,48.26,52.63,24.44,90.06,6.9,167.89,papaya
31.26,20.37,25.4,29.01,47.68,5.34,76.74,mango
29.6,79.64,21.87,20.92,67.99,5.66,71.23,lentil
62.9,52.54,53.48,38.94,91.49,6.43,80.91,papaya
130.54,47.88,23.62,22.75,77.79,5.64,70.54,cotton
26.04,66.66,18.62,19.3,68.76,6.67,46.72,lentil
120.82,46.74,24.6,23.68,82.79,6.78,81.78,cotton
22.41,32.5,43.87,24.93,87.78,6.5,113.18,pomegranate
38.65,28.97,33.38,26.82,90.73,6.35,185.87,coconut
76.85,55.82,17.39,18.99,62.09,6.07,74.82,maize
82.86,43.4,42.69,21.31,79.86,6.14,240.91,rice
73.08,44.87,40.98,23.92,75.7,6.62,167.68,jute
22.56,48.75,22.25,28.59,50.02,8.47,61.56,mothbeans
14.23,30.62,32.29,36.32,49.18,6.88,62.53,mango
28.29,116.88,195.03,19.34,89.58,6.35,64.61,grapes
127.86,52.9,16.23,26.82,76.23,5.88,100.68,cotton
10.67,9.29,30.65,28.52,92.02,6.5,148.25,coconut
67.25,32.33,22.41,23.17,71.84,5.78,99.76,maize
85.15,13.08,51.13,27.47,92.54,6.02,23.74,muskmelon
98.53,39.44,48.38,30.52,87.23,6.26,27.68,muskmelon
37.19,17.66,19.85,27.7,94.16,6.24,116.2,orange
26.44,40.24,17.96,29.31,58.96,3.82,62.26,mothbeans
11.32,40.56,20.41,30.23,75.68,7.42,61.05,mungbean
107.94,49.17,19.92,22.09,76.48,6.07,94.19,cotton
19.96,20.61,25.64,33.42,94.02,6.85,112.7,orange
30.62,17.39,34.23,32.68,50.46,6.39,70.29,mango
60.73,37.83,41.83,20.5,79.78,6.77,182.79,rice
76.08,46.8,21.28,25.86,74.68,7.04,80.89,maize
20.72,70.86,17.22,24.11,63.92,6.69,100.49,pigeonpeas
21.09,27.15,28.14,28.42,48.21,4.76,87.32,mango
50.5,67.43,87.36,23.69,23.56,6.06,97.24,chickpea
100.16,20.08,25.68,23.86,69.69,6.7,193.37,coffee
39.6,12.65,8.19,23.64,94.29,7.36,105.92,orange
24.87,25.53,29.11,29.31,47.05,4.99,62.21,mango
14.22,135.08,198.75,25.09,81.37,6.01,62.53,grapes
63.54,40.88,35.45,22.28,80.83,5.91,279.45,rice
89.47,96.69,45.09,26.01,84.59,6.11,124.02,banana
95.17,58.38,36.91,26.47,82.05,6.28,163.66,jute
87.85,90.7,48.9,27.08,79.69,5.87,103.08,banana
16.4,67.28,24.27,20.0,60.58,5.73,162.07,pigeonpeas
22.31,9.81,23.63,13.18,90.52,7.42,104.18,orange
53.55,77.3,94.11,22.87,19.73,7.38,77.5,chickpea
86.65,25.36,50.49,28.31,64.13,6.95,58.04,watermelon
11.31,68.74,20.91,25.83,62.56,6.05,73.75,lentil
63.03,48.88,44.89,26.85,89.24,7.17,193.74,jute
13.1,62.53,17.49,22.47,62.55,6.23,56.3,lentil
28.35,121.54,194.17,22.43,90.43,6.34,121.54,apple
110.76,31.69,33.55,27.7,61.6,6.36,169.93,coffee
28.13,57.91,20.23,28.13,85.0,6.12,51.05,mungbean
39.1,64.61,15.39,15.31,21.88,5.66,62.1,kidneybeans
87.62,38.42,41.57,24.4,70.58,6.62,171.68,jute
65.24,53.03,54.9,26.31,92.58,6.79,135.18,papaya
54.35,71.41,77.56,18.38,28.92,6.45,74.89,chickpea
36.7,24.65,12.41,23.63,91.12,6.89,109.68,orange
93.51,15.98,48.08,24.34,65.84,6.25,46.08,watermelon
100.44,32.56,50.04,31.47,94.36,6.81,29.53,muskmelon
94.99,48.51,24.39,25.19,74.96,6.2,98.36,maize
111.24,42.87,17.23,25.55,75.85,6.61,94.67,cotton
20.5,63.76,18.73,19.31,44.78,5.89,169.5,pigeonpeas
127.5,64.79,18.96,25.12,84.63,6.75,83.18,cotton
37.28,21.23,25.82,25.68,91.56,6.45,203.54,coconut
14.84,49.15,20.53,29.85,78.15,7.11,40.63,mungbean
27.05,59.95,23.74,22.23,67.23,5.98,76.24,lentil
90.36,23.6,34.9,24.87,65.22,6.68,189.67,coffee
22.53,38.49,21.13,31.51,49.85,3.99,48.87,mothbeans
88.86,36.86,39.68,27.14,79.02,6.22,199.25,jute
104.88,40.68,17.12,24.78,82.87,5.97,64.23,cotton
21.16,10.78,34.44,23.46,87.01,6.08,118.98,pomegranate
22.82,71.36,17.32,18.27,60.57,6.37,173.85,pigeonpeas
18.14,5.97,33.48,29.32,95.96,6.36,211.31,coconut
38.59,66.31,51.01,43.18,93.35,6.18,144.23,papaya
86.3,40.78,38.03,23.66,77.66,6.31,182.2,jute
18.69,29.43,25.66,28.91,51.11,6.84,75.09,mango
96.98,63.99,24.44,22.27,72.24,7.19,75.96,maize
73.98,56.16,40.37,25.35,80.23,6.95,183.0,jute
124.74,60.14,20.16,23.88,84.22,5.55,102.81,cotton
84.02,38.31,53.04,25.45,60.16,6.36,55.82,watermelon
29.13,74.29,19.99,18.23,30.36,5.57,191.88,pigeonpeas
84.01,35.19,26.35,25.98,56.85,6.34,181.97,coffee
26.66,25.83,43.11,19.63,93.64,6.31,127.77,pomegranate
111.36,23.31,30.91,26.58,67.78,7.25,180.42,coffee
13.27,42.46,18.17,31.04,88.13,6.45,61.47,mungbean
65.85,59.65,52.79,28.22,93.39,6.9,124.86,papaya
99.61,33.22,53.14,27.95,55.13,6.74,53.99,watermelon
25.72,68.52,21.96,31.34,36.87,6.0,135.32,pigeonpeas
91.4,24.28,45.45,31.76,67.9,6.32,46.37,watermelon
62.08,48.95,22.09,25.84,69.28,7.1,76.97,maize
34.18,23.84,31.42,29.46,46.64,6.49,63.96,mango
23.44,119.6,197.86,24.69,82.87,5.77,77.22,grapes
39.93,48.55,18.55,29.0,76.73,7.32,50.37,mungbean
81.68,60.55,22.32,25.26,68.18,6.88,102.46,maize
41.99,65.43,23.78,27.04,68.26,7.06,61.64,blackgram
20.62,124.88,193.31,23.89,91.14,6.03,113.55,apple
119.8,63.37,22.48,25.65,75.46,6.32,83.35,cotton
15.39,27.34,49.16,21.52,85.83,6.62,113.61,pomegranate
83.72,35.72,18.91,26.72,60.16,6.81,76.26,maize
28.82,29.49,16.61,30.44,92.54,6.99,118.61,orange
14.2,57.91,24.7,18.26,68.03,6.68,51.89,lentil
27.46,26.67,34.53,28.38,95.49,5.51,134.0,coconut
52.07,79.96,93.66,21.43,21.32,7.27,91.43,chickpea
44.54,59.14,93.91,23.5,25.04,6.92,76.47,chickpea
41.75,72.37,20.15,34.9,66.11,6.87,83.16,blackgram
34.81,77.7,24.44,36.24,50.86,7.43,173.3,pigeonpeas
68.21,36.67,15.37,22.25,66.3,5.63,98.78,maize
33.57,133.57,192.3,32.37,84.42,6.44,62.83,grapes
45.94,78.42,75.79,16.22,21.78,7.87,72.65,chickpea
103.99,27.42,52.73,28.66,93.31,6.27,28.19,muskmelon
14.73,60.29,22.36,21.84,65.06,5.74,78.39,lentil
39.1,57.53,88.84,15.62,22.64,7.99,92.56,chickpea
89.11,39.49,47.74,28.01,89.42,6.06,34.68,muskmelon
44.54,51.85,46.14,25.4,91.74,6.76,173.75,papaya
13.91,7.03,5.52,25.72,93.15,7.97,107.96,orange
33.3,62.89,16.07,28.67,60.99,7.27,88.99,blackgram
60.26,69.83,46.32,24.04,93.47,6.83,226.2,papaya
97.27,23.31,29.11,26.01,70.0,6.74,160.42,coffee
22.45,33.32,31.86,35.33,48.75,6.02,83.41,mango
24.57,13.57,15.46,33.22,94.55,7.43,117.69,orange
89.36,37.29,53.7,29.79,88.25,6.29,20.5,muskmelon
27.32,65.11,20.31,20.95,18.1,5.96,146.71,kidneybeans
21.73,112.8,191.8,29.77,85.99,5.92,68.64,grapes
45.99,62.11,47.16,31.81,90.94,6.01,253.41,papaya
20.75,69.39,21.45,18.2,69.6,5.57,45.72,lentil
30.86,120.45,204.45,24.18,92.0,5.95,125.54,apple
20.64,58.41,20.64,28.31,85.42,6.85,59.91,mungbean
94.65,53.03,42.08,20.14,89.55,6.75,205.48,rice
20.29,55.52,15.25,30.45,79.74,6.08,55.25,mungbean
10.75,14.99,29.65,12.52,92.12,6.61,118.1,orange
35.38,135.75,194.23,18.63,83.16,6.48,65.14,grapes
73.82,57.84,44.54,24.86,86.59,6.29,190.36,jute
29.3,142.36,199.5,24.73,91.07,5.57,126.74,apple
37.79,25.38,28.23,29.91,97.09,5.59,133.52,coconut
28.09,16.43,33.94,32.3,55.04,6.58,66.01,mango
116.82,32.11,29.68,23.46,65.81,6.11,153.43,coffee
21.27,23.95,18.26,27.6,91.3,7.88,110.6,orange
100.38,43.52,16.19,22.51,75.77,6.39,69.47,cotton
19.39,60.76,16.32,30.53,86.13,7.02,46.31,mungbean
15.61,51.67,17.91,29.09,80.65,7.31,62.63,mungbean
24.3,136.73,195.17,27.02,89.92,6.19,76.83,grapes
17.81,72.59,20.41,15.97,20.42,5.51,102.19,kidneybeans
22.79,53.46,15.82,27.44,77.58,6.78,45.35,mungbean
96.88,12.99,54.22,27.7,87.25,6.56,31.46,muskmelon
104.63,23.07,45.72,30.93,88.77,6.1,29.51,muskmelon
49.94,67.07,17.16,34.67,67.15,7.46,72.81,blackgram
22.89,129.4,196.57,33.01,86.44,5.83,75.1,grapes
37.24,62.87,50.27,41.92,91.56,6.57,150.17,papaya
23.0,33.99,44.79,20.98,88.34,6.32,130.96,pomegranate
108.85,25.34,52.34,27.29,58.88,6.41,48.18,watermelon
103.55,16.0,46.31,30.38,90.6,6.79,31.08,muskmelon
82.36,26.82,48.32,27.77,93.49,6.52,34.0,muskmelon
104.18,13.97,52.14,29.18,87.95,6.05,27.31,muskmelon
97.96,36.82,43.98,24.52,80.0,6.63,158.59,jute
39.55,122.41,201.78,23.13,92.69,6.16,103.49,apple
34.63,15.87,23.18,16.74,90.5,6.7,108.06,orange
88.4,13.18,46.12,26.33,65.35,6.8,57.99,watermelon
83.35,34.33,26.0,27.41,56.08,6.98,174.38,coffee
98.73,36.45,28.42,24.33,69.7,7.37,151.45,coffee
36.53,21.91,13.52,23.59,94.2,7.77,103.21,orange
117.83,75.91,53.75,28.52,79.54,6.04,200.45,banana
20.99,72.42,22.25,33.36,69.74,7.48,61.96,blackgram
15.77,138.1,208.11,23.98,92.92,6.17,129.71,apple
15.18,11.47,29.68,26.17,95.89,6.88,204.81,coconut
61.23,57.75,53.11,32.18,90.62,6.56,249.51,papaya
39.28,36.84,28.29,32.88,57.71,5.6,60.72,mango
113.01,84.56,50.43,26.52,76.82,5.59,182.84,banana
21.99,44.8,15.11,30.61,54.03,4.17,54.42,mothbeans
10.17,6.07,11.1,12.86,92.67,7.72,114.74,orange
48.4,68.61,50.9,30.23,93.13,6.91,100.28,papaya
107.3,45.83,22.53,25.29,80.81,6.29,102.17,cotton
66.11,42.38,36.61,21.31,79.28,5.76,287.61,rice
117.83,73.98,52.75,26.32,84.34,6.22,188.0,banana
36.94,37.52,18.93,24.8,30.5,7.73,55.06,mothbeans
12.54,65.69,16.61,26.4,67.59,5.66,60.25,lentil
106.05,36.8,53.86,29.71,91.46,6.55,20.77,muskmelon
15.66,19.04,31.93,27.66,94.34,6.08,214.17,coconut
87.66,81.59,49.85,26.77,78.21,6.46,173.41,banana
50.18,66.09,92.36,16.77,25.39,7.68,97.78,chickpea
30.56,74.53,20.78,16.47,26.11,6.14,94.93,kidneybeans
18.38,74.4,18.39,24.76,62.05,6.61,42.09,lentil
20.23,56.25,23.44,24.81,25.93,6.35,81.78,kidneybeans
102.31,22.26,33.28,26.36,69.41,6.38,174.29,coffee
85.24,92.98,54.32,29.74,78.69,5.64,157.39,banana
102.37,25.16,51.48,29.51,89.92,6.17,24.18,muskmelon
33.17,12.27,46.55,20.99,90.96,6.09,113.49,pomegranate
31.51,135.37,206.98,22.4,94.35,5.86,127.8,apple
38.76,5.54,32.39,29.79,98.62,5.75,162.68,coconut
20.93,57.28,22.57,24.99,61.87,5.78,47.37,lentil
54.64,58.34,53.23,43.62,92.06,6.76,61.95,papaya
35.58,63.14,15.85,27.08,32.13,4.85,45.73,mothbeans
36.45,72.6,17.17,28.67,63.91,7.48,88.64,blackgram
29.23,28.84,33.4,27.13,96.45,5.77,186.05,coconut
35.01,59.19,75.73,22.36,24.96,6.95,93.77,chickpea
70.08,46.43,42.78,25.46,87.78,6.52,168.47,jute
38.84,48.04,50.94,30.24,90.17,6.54,125.33,papaya
38.92,67.51,19.33,19.58,20.09,5.87,93.28,kidneybeans
35.17,79.62,22.54,25.47,53.63,6.48,98.63,pigeonpeas
17.32,12.45,19.01,19.95,93.37,6.11,102.48,orange
28.61,79.07,15.76,18.66,20.25,5.7,72.67,kidneybeans
24.56,143.36,198.64,22.69,92.23,6.06,114.12,apple
30.44,16.59,28.96,36.64,53.08,5.22,64.81,mango
91.07,22.72,48.61,30.99,90.24,6.57,32.8,muskmelon
85.09,47.6,35.61,25.45,86.27,6.15,153.48,jute
38.97,15.37,29.81,30.33,51.74,5.93,77.42,mango
104.74,22.06,46.02,24.49,51.28,6.38,46.74,watermelon
75.05,37.51,42.77,23.91,81.36,6.86,193.34,rice
96.78,45.61,42.2,25.21,83.1,6.51,166.13,jute
12.57,19.59,32.58,27.22,57.25,4.53,86.28,mango
39.53,71.24,23.04,31.59,53.73,4.66,140.02,pigeonpeas
16.31,74.19,19.17,23.22,26.5,5.71,119.16,kidneybeans
57.93,57.28,16.61,34.61,65.38,6.51,67.73,blackgram
55.09,68.2,19.67,26.07,66.5,7.37,84.85,blackgram
88.98,85.01,53.4,28.51,82.89,5.85,142.6,banana
20.25,67.18,21.25,29.35,65.8,6.31,42.01,lentil
18.55,55.29,19.22,17.95,22.86,6.08,63.94,kidneybeans
96.32,75.74,50.17,29.54,83.04,5.57,180.03,banana
27.83,130.78,193.28,18.09,89.8,5.89,64.55,grapes
28.39,63.92,18.54,33.74,61.57,5.42,190.52,pigeonpeas
15.31,77.4,16.03,25.88,69.07,5.75,78.73,lentil
13.79,35.28,37.24,22.62,89.71,6.2,124.07,pomegranate
110.28,53.54,19.6,25.91,78.09,6.46,104.11,cotton
54.17,69.63,92.37,17.06,16.68,6.54,62.28,chickpea
76.34,43.04,17.6,24.51,64.92,5.66,71.01,maize
35.06,144.71,196.93,23.0,94.69,5.67,121.53,apple
